cord_uid_a,cord_uid_b,similarity,title_a,title_b
9aifboyr,s9qlcamb,0.017959189,The impact of COVID-19 on the world economy and higher education,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
lvi4n41u,xavyz21u,0.017990083,Pflegen kann jede*r!,Interim Guidance: healthcare workers and employers
mmyk5oto,fxrsgieg,0.018023439,COVID-19 in tuberculosis patients: A report of three cases,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,2qkobb4h,0.018051222,Pflegen kann jede*r!,The impact and public health response of chiropractors to the COVID-19 pandemic: a survey across four continents
fxrsgieg,lelkg1hb,0.018064976,COVID-19: Was Rheumapatienten jetzt wissen sollten,Phytotherapeutic approaches and ethnopharmacological responses against covid-19
zn3xk5ls,lvi4n41u,0.018067243,As close as possible to researchers and caregivers,Pflegen kann jede*r!
rcgif80a,lvi4n41u,0.018076269,COVID-19 pandemic and transmission factors: An empirical investigation of different countries,Pflegen kann jede*r!
7zrrxchi,z2ulnfop,0.018091908,"[COVID-19, impact on residents and caregivers].",Fakten auf einen Blick
wqkkuzve,s9qlcamb,0.0181076,Extended Work Life: A Growing Phenomenon,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
lvi4n41u,zwt8ifon,0.018112646,Pflegen kann jede*r!,COVID-19 From a Psychiatry Perspective: Meeting the Challenges
lvi4n41u,h1512buv,0.018113801,Pflegen kann jede*r!,Children's emotion inferences from masked faces: Implications for social interactions during COVID-19
exbwiqr7,lvi4n41u,0.01811941,The Spread and Consequences of COVID-19 for Cities: An Introduction,Pflegen kann jede*r!
f3dweoa4,fxrsgieg,0.018121382,Patients as team members: Factors affecting involvement in treatment decisions from the perspective of patients with a chronic condition,COVID-19: Was Rheumapatienten jetzt wissen sollten
p4acj99z,fxrsgieg,0.018125085,Cognitive aspects of students’ attitudes towards covid-19 vaccination,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,z2voqyis,0.01814555,Pflegen kann jede*r!,"List of acronyms, abbreviations, and definitions"
w0xsbvoo,fxrsgieg,0.018159488,Family Routines and Family Quality of Life in Times of the COVID-19 Pandemic,COVID-19: Was Rheumapatienten jetzt wissen sollten
rs0906l8,lvi4n41u,0.018180348,Insights Gained During COVID-19: Refocusing Laboratory Assessments Online,Pflegen kann jede*r!
9pedebld,fxrsgieg,0.018186105,The COVID-19 pandemic and management of GIMEMA clinical trials: changes and challenges,COVID-19: Was Rheumapatienten jetzt wissen sollten
v0nebaz1,atva6mfp,0.018207073,[In-hospital treatment of COVID-19 patients].,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
lg0vzpok,fxrsgieg,0.018211639,Telepsychiatry: the remote care that unifies,COVID-19: Was Rheumapatienten jetzt wissen sollten
igy9zejx,fxrsgieg,0.018222865,Spectacular health care.,COVID-19: Was Rheumapatienten jetzt wissen sollten
bodfai4l,fxrsgieg,0.018222865,Spectacular health care,COVID-19: Was Rheumapatienten jetzt wissen sollten
s2ghavyj,fxrsgieg,0.018225238,Bacterial and Parasitic Diseases of Columbiformes,COVID-19: Was Rheumapatienten jetzt wissen sollten
z2ulnfop,riuc8vl2,0.018234134,Fakten auf einen Blick,Do national cultures matter in the containment of COVID-19?
yoqu6npc,4wcf4z93,0.018238783,Berichten allein reicht nicht,Acknowledgement to Referees: Acknowledgement to Referees
e69c9wyw,obdaskaa,0.018242,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten,Obesity and COVID-19 outcomes: a risk factor that needs attention
lvi4n41u,fp8rrekx,0.018246477,Pflegen kann jede*r!,News Sentiment and Financial Assets Returns during COVID-19
fhfprber,fxrsgieg,0.018252427,"Two's Company, but Four's a Crowd: The Relationship Among COVID-19 Stress, Household Size, and Life Satisfaction",COVID-19: Was Rheumapatienten jetzt wissen sollten
fxrsgieg,4gstke3e,0.018255714,COVID-19: Was Rheumapatienten jetzt wissen sollten,National Clinical Trials Networkbiobanking during the COVID-19 pandemic
bjo6hun1,79hf1x4j,0.018257398,Scientists' lanes and headwinds.,Sind durch COVID-19 (mehr) Patienten mit Hörverlust zu erwarten?
4wcf4z93,g93y2phd,0.018267408,Acknowledgement to Referees: Acknowledgement to Referees,Das Projekt S-Klasse erfolgreich steuern
lvi4n41u,qawqet4l,0.01827477,Pflegen kann jede*r!,Covid-19: Comparisons by Country and Implications for Future Pandemics
lvi4n41u,qodvb1ru,0.018295946,Pflegen kann jede*r!,Trends in COVID-19 cases and clinical management in Veterans Health Administration medical facilities: A national cohort study
zuf19lex,fxrsgieg,0.018308444,Characteristics of inflammatory factors and lymphocyte subsets in patients with severe COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
7d0pegpc,fxrsgieg,0.01830961,"Paternalistic Leadership, Polychronicity, and Life Satisfaction of Nurses: The Role of Work-Family Conflict and Family-Work Conflict in Public Sector Hospitals.",COVID-19: Was Rheumapatienten jetzt wissen sollten
n6rzkpkc,fxrsgieg,0.018312637,Health protection guideline of hotels reconstructed as isolation places for close contacts during COVID-19 outbreak/ 中华预防医学杂志,COVID-19: Was Rheumapatienten jetzt wissen sollten
utghqi4f,fxrsgieg,0.018313719,Clinical features and outcomes of discharged coronavirus disease 2019 patients: a prospective cohort study,COVID-19: Was Rheumapatienten jetzt wissen sollten
z2ulnfop,qh0g5rfh,0.01831737,Fakten auf einen Blick,Prioritizing Multidimensional Interdependent Factors Influencing COVID‐19 Risk
fxrsgieg,upkuz4hm,0.018390475,COVID-19: Was Rheumapatienten jetzt wissen sollten,The Formation of Idiosyncratic Structure of Institutions and Culture
ukmcfezh,s9qlcamb,0.01839278,The Major Macrosocial Trends,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
rc0nbk07,e69c9wyw,0.018398276,Biomarkers and prognostic factors for mesothelioma.,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
ccuyojbq,e69c9wyw,0.01842482,Teachers: the forgotten health workforce,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,rekie8a3,0.01843118,Pflegen kann jede*r!,The State of the World’s Midwifery 2021 report: findings to drive global policy and practice
s9qlcamb,5eix07fp,0.018444553,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,"COVID-19 and Public Health: Looking Back, Moving Forward"
uqkqzj78,fxrsgieg,0.018453661,Home-Based Physiological Monitoring of Patients with COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,0gxxuyln,0.018454239,Pflegen kann jede*r!,Integrated urban services: Experience from four cities on different continents
u0jtp981,fxrsgieg,0.01848305,Walkability and Greenness Do Not Walk Together: Investigating Associations between Greenness and Walkability in a Large Metropolitan City Context,COVID-19: Was Rheumapatienten jetzt wissen sollten
nyr16yja,e69c9wyw,0.018488174,Telementoring of Healthcare Teams in the Care of Miners,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,qs7i57hq,0.018495603,Pflegen kann jede*r!,Comparing the Effects of SPOC and Face-to-Face Courses and Factors Influencing the Effects
s9qlcamb,x6z49rxc,0.018502304,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,"Inflation Expectations in the U.S.: Linking Markets, Households, and Businesses"
s9qlcamb,31mjhjnz,0.018504284,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,"Women in specialty training: Challenges, decisions, or opportunities?"
fxrsgieg,bk4x9ada,0.018508907,COVID-19: Was Rheumapatienten jetzt wissen sollten,Covid-19 pilot events: the pursuit of outcomes
c537qfo9,s9qlcamb,0.018514326,Teledermatology after COVID-19: key challenges ahead.,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
y3vwrd7a,z2ulnfop,0.01852654,Family Caregivers’ Experiences and Changes in Caregiving Tasks During the COVID-19 Pandemic,Fakten auf einen Blick
fxrsgieg,7tzu6r5m,0.018530183,COVID-19: Was Rheumapatienten jetzt wissen sollten,Design of a Distance Detection System for Patients in a Health Center
8ykv12et,s9qlcamb,0.018530428,Reaching the summit of discharge summaries: a quality improvement project,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
s9qlcamb,wadp9lp3,0.018544542,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,COVID-19 and Beyond: understanding travel risk perception as a process
t51x3dof,s9qlcamb,0.018547077,Psychosemantic research of students’ representations about distance education during COVID-19,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
6w67vbul,s9qlcamb,0.018555343,Beating the odds with systematic individualized care Nationwide prospective follow‐up of all patients with COVID‐19 in Iceland,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
fr9kvfeb,lvi4n41u,0.018555462,Preface: Shifting Career Realities and Navigating Career Journeys,Pflegen kann jede*r!
fxrsgieg,e52wuc0h,0.018567363,COVID-19: Was Rheumapatienten jetzt wissen sollten,Setting healthcare priorities in hospitals: a review of empirical studies
lvi4n41u,5yh64onw,0.018600695,Pflegen kann jede*r!,"MycoNews 2020: President’s message, news, reports, awards, personalia, book news, and correspondence"
pbtkeetk,e69c9wyw,0.018612364,Covid-19 pandemy from the perspective of regional children´s clinic,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,am7fc8if,0.01864616,Pflegen kann jede*r!,Effectiveness economic welfare through Bansos during COVID-19 in Payakumbuh City
lvi4n41u,4fv64akh,0.018658958,Pflegen kann jede*r!,Neurological symptoms in COVID-19 patients
zkc6pe54,lvi4n41u,0.018665263,"Fertility patients under COVID-19: Attitudes, Perceptions, and Psychological Reactions",Pflegen kann jede*r!
rurrljcz,fxrsgieg,0.01867161,"Funders' Efforts: Aging And Health, COVID-19.",COVID-19: Was Rheumapatienten jetzt wissen sollten
5f5wsy4b,fxrsgieg,0.018674592,Modeling Residential Electricity Consumption from Public Demographic Data for Sustainable Cities,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,dhlwayp0,0.018679872,Pflegen kann jede*r!,Implementation Lessons for Research and Practice
fxrsgieg,ugqgthdn,0.018683543,COVID-19: Was Rheumapatienten jetzt wissen sollten,Migrant farmworkers face heightened vulnerabilities during COVID-19
y76h5hht,e69c9wyw,0.018686183,Ivermectin buyers clubs,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
psg0dmmc,atva6mfp,0.018690351,Virtual visits: Moving clinical trials visits from clinics to homes,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
uoxl30fm,z2ulnfop,0.018714992,Clinical and epidemiological aspects of human bocavirus infection,Fakten auf einen Blick
fxrsgieg,oed0wbm5,0.018723533,COVID-19: Was Rheumapatienten jetzt wissen sollten,COVID-19 in Children and Adolescents with Endocrine Conditions
h1512buv,e69c9wyw,0.018725794,Children's emotion inferences from masked faces: Implications for social interactions during COVID-19,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
w5w710np,lvi4n41u,0.018726919,Viewing the US presidential electoral map through the lens of public health,Pflegen kann jede*r!
lvi4n41u,o64iu6t7,0.018749828,Pflegen kann jede*r!,The impact of COVID-19 on the scientific community—Highlighting The Journal's editorial commitment and two publications
r2t5lnv1,s9qlcamb,0.018750751,The Urgency and Challenge of Opening K-12 Schools in the Fall of 2020.,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
fxrsgieg,8wtyqkgn,0.01875613,COVID-19: Was Rheumapatienten jetzt wissen sollten,Editors' Selections from Relevant Scientific Publications
ugqgthdn,e69c9wyw,0.018765429,Migrant farmworkers face heightened vulnerabilities during COVID-19,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
d6k1otz2,s9qlcamb,0.018770043,The Different Facets of Triclocarban: A Review,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
lvi4n41u,9kmoz2iz,0.018777218,Pflegen kann jede*r!,Condolences and congratulations: COVID-19 pressures on higher education faculty
v6ma4foa,fxrsgieg,0.018777503,Experiences of intensive care unit nurses with COVID-19 patients.,COVID-19: Was Rheumapatienten jetzt wissen sollten
zynbizkx,fxrsgieg,0.018780326,Skin manifestations of COVID-19 in children: Part 1.,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,q0ln4b55,0.018797372,Pflegen kann jede*r!,COVID-19 Vaccinations and Preservation of the Healthcare Workforce
1xdw3mg7,fxrsgieg,0.018811775,Reflections on ethnographic fieldwork across a lifetime,COVID-19: Was Rheumapatienten jetzt wissen sollten
iao6364j,s9qlcamb,0.018833933,Designing mathematical problems task through COVID-19 context,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
vur1c2nf,4ll2rqh3,0.018850297,Communicating With Patients and Families During COVID-19,"Weniger Arbeit, mehr Urlaub"
tgqy3jdu,e69c9wyw,0.01885232,"Risk Factors Prediction, Clinical Outcomes and Mortality of COVID-19 Patients",Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,44llrwgn,0.01885462,Pflegen kann jede*r!,Creative Accounting: Current Trends in Foreign Studies
caa5x4bj,e69c9wyw,0.01886568,Obesity: A Risk Factor for COVID-19,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
s9qlcamb,ixnscpqv,0.018867258,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Major advances in neuroinfectious diseases in the past two decades
19zn9qg6,fxrsgieg,0.018867385,Predictors of COVID-19 Infection: A Prevalence Study of Hospitalized Patients,COVID-19: Was Rheumapatienten jetzt wissen sollten
9k674jr1,fxrsgieg,0.018886153,Alternatives to In‐Person Directors' Meetings,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,kwuh6v4c,0.01888973,Pflegen kann jede*r!,Privacy and uniqueness of neighborhoods in social networks
jkq236aw,fxrsgieg,0.018890895,"Libraries, learning, and porous boundaries: Reimagining the library landscape and its inhabitants",COVID-19: Was Rheumapatienten jetzt wissen sollten
ypv3c564,4wcf4z93,0.01889316,Eindeutige Unterschiede auf Kosten vieler kleiner Details,Acknowledgement to Referees: Acknowledgement to Referees
ewl63b2i,w7n2q1le,0.018900946,Manufacturing Workers and Employers,"""Ich spritze dieses Jahr nicht"""
lvi4n41u,fgqcpwkz,0.018901221,Pflegen kann jede*r!,"Individualizing risk prediction for positive COVID-19 testing: results from 11,672 patients."
28jbc7bf,fxrsgieg,0.018902907,Identifying Multiple Propagation Sources,COVID-19: Was Rheumapatienten jetzt wissen sollten
jbd3xf9l,s9qlcamb,0.01890801,Cities: Space/Time,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
q4sagc2g,fxrsgieg,0.018937595,Women in Home Office during the Covid-a9 Pandemic and the Work-family Conflict Configurations,COVID-19: Was Rheumapatienten jetzt wissen sollten
alm3p31f,z2ulnfop,0.018943666,Immunobiological aspects of vaccines in pregnancy: Maternal perspective,Fakten auf einen Blick
693r9rey,79hf1x4j,0.018946536,Medical emergencies on commercial airline flights.,Sind durch COVID-19 (mehr) Patienten mit Hörverlust zu erwarten?
i2mrj4p0,s9qlcamb,0.018947078,The Way Forward: The Power of Diversity,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
blt20o20,atva6mfp,0.018963082,Risk factors for redetectable positivity in recovered COVID-19 children,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
gp7jmc7i,fxrsgieg,0.01897027,Circulating Cellular Clusters Are Correlated with Clinical Outcomes and Demographics in Covid-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
vz19yhfb,s9qlcamb,0.01897653,52 pick up: Reflections on the apocalypse conversation,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
4ll2rqh3,mherdb4v,0.018977856,"Weniger Arbeit, mehr Urlaub",Lessons for and from COVID‐19 for investors and their advisors
hrphvsco,fxrsgieg,0.018998306,COVID-19 Treatment in Pediatric Patients,COVID-19: Was Rheumapatienten jetzt wissen sollten
